Date,Rate,Currency,Factor
23/11/21,3922.21173,COP,0.000254958
30/11/21,4037.435548,COP,0.000247682
6/12/21,3969.784008,COP,0.000251903
14/12/21,3910.362239,COP,0.000255731
23/12/21,3996.202259,COP,0.000250238
30/12/21,4034.803865,COP,0.000247844
1/1/22,4051.241131,COP,0.000246838
10/1/22,4048.963874,COP,0.000246977
15/1/22,3976.977383,COP,0.000251447
19/1/22,4035.930683,COP,0.000247774
29/1/22,3955.594509,COP,0.000252806
2/2/22,3928.255204,COP,0.000254566
11/2/22,3938.420337,COP,0.000253909
15/2/22,3937.1321,COP,0.000253992
25/2/22,3896.829527,COP,0.000256619
6/3/22,3776.079931,COP,0.000264825
7/3/22,3832.142759,COP,0.000260951
16/3/22,3825.141971,COP,0.000261428
23/3/22,3753.221829,COP,0.000266438
25/3/22,3798.812954,COP,0.00026324
30/3/22,3741.425059,COP,0.000267278
8/4/22,3769.497715,COP,0.000265287
15/4/22,3754.959428,COP,0.000266314
24/4/22,3775.672302,COP,0.000264853
2/5/22,3962.468573,COP,0.000252368
7/5/20,25.105899,CZK,0.039831276
10/5/20,25.132599,CZK,0.039788961
15/5/20,25.552611,CZK,0.039134944
16/5/20,25.613797,CZK,0.039041459
26/5/20,24.914896,CZK,0.040136632
31/5/20,24.238095,CZK,0.041257368
4/6/20,23.520903,CZK,0.042515375
10/6/20,23.347001,CZK,0.042832054
17/6/20,23.646902,CZK,0.042288838
18/6/20,23.802594,CZK,0.042012228
22/6/20,23.660592,CZK,0.042264369
24/6/20,23.761556,CZK,0.042084786
28/6/20,23.868896,CZK,0.041895528
29/6/20,23.824,CZK,0.04197448
9/7/20,23.60951,CZK,0.042355813
18/7/20,23.308999,CZK,0.042901885
28/7/20,22.421403,CZK,0.044600242
4/8/20,22.146754,CZK,0.045153344
9/8/20,22.344956,CZK,0.044752829
19/8/20,22.019507,CZK,0.045414277
26/8/20,22.188901,CZK,0.045067577
3/9/20,22.284809,CZK,0.044873618
4/9/20,22.367797,CZK,0.04470713
7/9/20,22.413708,CZK,0.044615554
11/9/20,22.438099,CZK,0.044567055
20/9/20,22.57199,CZK,0.044302696
25/9/20,23.3121,CZK,0.042896178
4/10/20,23.1586,CZK,0.043180503
13/10/20,23.308036,CZK,0.042903658
19/10/20,23.164935,CZK,0.043168694
29/10/20,23.449002,CZK,0.042645738
30/10/20,23.381006,CZK,0.042769759
9/11/20,22.440501,CZK,0.044562285
16/11/20,22.28337,CZK,0.044876516
24/11/20,21.981144,CZK,0.045493538
27/11/20,21.897399,CZK,0.045667524
29/11/20,21.88799,CZK,0.045687155
30/11/20,22.008994,CZK,0.04543597
3/12/20,21.754801,CZK,0.045966865
9/12/20,21.762006,CZK,0.045951646
16/12/20,21.457705,CZK,0.046603306
25/12/20,21.457297,CZK,0.046604193
27/12/20,21.527928,CZK,0.046451289
5/1/21,21.26782,CZK,0.047019394
15/1/21,21.670551,CZK,0.046145573
17/1/21,21.675,CZK,0.046136101
20/1/21,21.562798,CZK,0.046376171
21/1/21,21.443892,CZK,0.046633326
27/1/21,21.527175,CZK,0.046452914
31/1/21,21.454996,CZK,0.046609191
5/2/21,21.4015,CZK,0.046725697
8/2/21,21.326503,CZK,0.046890013
12/2/21,21.232,CZK,0.047098719
19/2/21,21.36335,CZK,0.046809138
26/2/21,21.679997,CZK,0.046125468
7/3/21,22.102049,CZK,0.045244674
17/3/21,21.78609,CZK,0.045900848
18/3/21,21.9321,CZK,0.045595269
20/3/21,21.900948,CZK,0.045660124
30/3/21,22.324996,CZK,0.044792841
2/4/21,22.18265,CZK,0.045080277
7/4/21,21.791007,CZK,0.045890491
17/4/21,21.63415,CZK,0.046223217
25/4/21,21.3754,CZK,0.04678275
1/5/21,21.5146,CZK,0.046480065
4/5/21,21.522,CZK,0.046464083
7/5/21,21.07805,CZK,0.047442719
8/5/21,21.076249,CZK,0.047446773
15/5/21,20.96405,CZK,0.047700707
16/5/21,20.973074,CZK,0.047680183
25/5/21,20.747141,CZK,0.048199412
3/6/21,20.996496,CZK,0.047626995
9/6/21,20.849992,CZK,0.047961649
14/6/21,20.978543,CZK,0.047667753
16/6/21,21.2521,CZK,0.047054173
21/6/21,21.415406,CZK,0.046695356
26/6/21,21.34625,CZK,0.046846636
29/6/21,21.434993,CZK,0.046652686
30/6/21,21.50531,CZK,0.046500143
1/7/21,21.554651,CZK,0.046393699
3/7/21,21.5526,CZK,0.046398114
4/7/21,21.553947,CZK,0.046395215
13/7/21,21.777009,CZK,0.045919988
23/7/21,21.790249,CZK,0.045892087
31/7/21,21.461383,CZK,0.04659532
1/8/21,21.493283,CZK,0.046526164
4/8/21,21.492025,CZK,0.046528887
5/8/21,21.469568,CZK,0.046577556
11/8/21,21.610852,CZK,0.046273048
12/8/21,21.619318,CZK,0.046254928
19/8/21,21.838415,CZK,0.045790869
25/8/21,21.708037,CZK,0.046065888
3/9/21,21.346329,CZK,0.046846462
13/9/21,21.453445,CZK,0.04661256
23/9/21,21.618686,CZK,0.04625628
1/10/21,21.835958,CZK,0.045796021
5/10/21,21.816882,CZK,0.045836064
12/10/21,22.029265,CZK,0.045394161
15/10/21,21.867951,CZK,0.045729021
19/10/21,21.90077,CZK,0.045660495
27/10/21,22.16723,CZK,0.045111636
3/11/21,21.941182,CZK,0.045576396
13/11/21,22.056621,CZK,0.04533786
19/11/21,22.516847,CZK,0.044411191
29/11/21,22.647123,CZK,0.044155719
6/12/21,22.535638,CZK,0.04437416
15/12/21,22.367376,CZK,0.044707971
22/12/21,22.135225,CZK,0.045176862
29/12/21,21.971266,CZK,0.045513991
2/1/22,21.853695,CZK,0.045758852
3/1/22,21.947938,CZK,0.045562367
8/1/22,21.498221,CZK,0.046515477
11/1/22,21.465801,CZK,0.04658573
20/1/22,21.452487,CZK,0.046614642
30/1/22,21.915682,CZK,0.045629426
5/2/22,21.275182,CZK,0.047003123
11/2/22,21.636633,CZK,0.046217912
15/2/22,21.425082,CZK,0.046674267
16/2/22,21.388126,CZK,0.046754914
24/2/22,22.085112,CZK,0.045279372
3/3/22,23.282183,CZK,0.042951299
11/3/22,23.010312,CZK,0.043458776
21/3/22,22.391006,CZK,0.044660789
23/3/22,22.460146,CZK,0.044523308
30/3/22,21.884284,CZK,0.045694892
8/4/22,22.448636,CZK,0.044546136
16/4/22,22.59443,CZK,0.044258696
26/4/22,23.065996,CZK,0.043353862
3/5/22,23.416928,CZK,0.04270415
4/5/20,6.811601,DKK,0.146808364
10/5/20,6.8809,DKK,0.145329826
14/5/20,6.898308,DKK,0.144963084
19/5/20,6.834908,DKK,0.146307748
22/5/20,6.826817,DKK,0.146481149
28/5/20,6.770672,DKK,0.147695827
4/6/20,6.57503,DKK,0.152090561
8/6/20,6.600148,DKK,0.151511754
13/6/20,6.62205,DKK,0.151010639
18/6/20,6.651036,DKK,0.150352517
22/6/20,6.613143,DKK,0.151214029
24/6/20,6.625302,DKK,0.150936516
28/6/20,6.639798,DKK,0.150606991
7/7/20,6.609308,DKK,0.15130177
11/7/20,6.5916,DKK,0.151708235
14/7/20,6.525932,DKK,0.153234818
23/7/20,6.415476,DKK,0.155873079
30/7/20,6.282636,DKK,0.159168858
7/8/20,6.3201,DKK,0.158225345
12/8/20,6.31715,DKK,0.158299233
13/8/20,6.302715,DKK,0.158661783
18/8/20,6.235995,DKK,0.160359333
21/8/20,6.3113,DKK,0.158445962
27/8/20,6.297724,DKK,0.158787524
6/9/20,6.283598,DKK,0.15914449
13/9/20,6.280741,DKK,0.159216882
14/9/20,6.269148,DKK,0.159511308
20/9/20,6.279886,DKK,0.159238559
29/9/20,6.339973,DKK,0.157729378
1/10/20,6.337691,DKK,0.157786172
3/10/20,6.3524,DKK,0.157420817
11/10/20,6.297352,DKK,0.158796904
21/10/20,6.2745,DKK,0.159375249
31/10/20,6.391699,DKK,0.156452924
2/11/20,6.397137,DKK,0.156319929
10/11/20,6.299618,DKK,0.158739784
20/11/20,6.28179,DKK,0.159190294
21/11/20,6.281789,DKK,0.15919032
26/11/20,6.249547,DKK,0.160011598
4/12/20,6.1399,DKK,0.162869102
7/12/20,6.146847,DKK,0.162685032
17/12/20,6.06502,DKK,0.164879918
26/12/20,6.0987,DKK,0.163969371
31/12/20,6.0912,DKK,0.164171263
9/1/21,6.085629,DKK,0.164321552
19/1/21,6.133707,DKK,0.163033546
23/1/21,6.111775,DKK,0.163618589
26/1/21,6.117276,DKK,0.163471454
31/1/21,6.131982,DKK,0.163079409
7/2/21,6.174115,DKK,0.161966533
14/2/21,6.133816,DKK,0.163030648
21/2/21,6.13394,DKK,0.163027353
3/3/21,6.164141,DKK,0.162228606
10/3/21,6.235444,DKK,0.160373503
19/3/21,6.246799,DKK,0.160081988
29/3/21,6.318772,DKK,0.158258598
1/4/21,6.313629,DKK,0.158387514
9/4/21,6.2491,DKK,0.160023043
17/4/21,6.2062,DKK,0.161129193
22/4/21,6.189078,DKK,0.161574955
23/4/21,6.1481,DKK,0.162651876
29/4/21,6.134438,DKK,0.163014118
30/4/21,6.18602,DKK,0.161654828
7/5/21,6.1139,DKK,0.16356172
10/5/21,6.1251,DKK,0.163262641
17/5/21,6.118801,DKK,0.163430711
20/5/21,6.0824,DKK,0.164408786
21/5/21,6.104585,DKK,0.163811299
23/5/21,6.105741,DKK,0.163780285
25/5/21,6.068541,DKK,0.164784254
4/6/21,6.112185,DKK,0.163607613
5/6/21,6.112185,DKK,0.163607613
11/6/21,6.141685,DKK,0.162821766
16/6/21,6.1982,DKK,0.161337162
22/6/21,6.228143,DKK,0.160561503
30/6/21,6.271148,DKK,0.159460437
4/7/21,6.2705,DKK,0.159476916
8/7/21,6.278189,DKK,0.159281602
10/7/21,6.261785,DKK,0.159698872
20/7/21,6.31299,DKK,0.158403546
29/7/21,6.251041,DKK,0.159973355
2/8/21,6.264831,DKK,0.159621225
7/8/21,6.322065,DKK,0.158176166
13/8/21,6.299495,DKK,0.158742883
21/8/21,6.355833,DKK,0.157335789
26/8/21,6.320297,DKK,0.158220413
28/8/21,6.295678,DKK,0.158839127
2/9/21,6.263815,DKK,0.159647116
7/9/21,6.279771,DKK,0.159241476
14/9/21,6.301242,DKK,0.158698872
19/9/21,6.337876,DKK,0.157781566
26/9/21,6.342847,DKK,0.15765791
28/9/21,6.360232,DKK,0.157226969
2/10/21,6.413624,DKK,0.155918089
10/10/21,6.427086,DKK,0.155591508
16/10/21,6.414006,DKK,0.155908803
23/10/21,6.386615,DKK,0.156577467
25/10/21,6.405731,DKK,0.156110208
29/10/21,6.434261,DKK,0.155418004
8/11/21,6.414126,DKK,0.155905886
18/11/21,6.536193,DKK,0.152994258
23/11/21,6.609,DKK,0.151308821
27/11/21,6.569356,DKK,0.152221923
5/12/21,6.569945,DKK,0.152208276
13/12/21,6.58986,DKK,0.151748292
16/12/21,6.560525,DKK,0.152426826
17/12/21,6.616615,DKK,0.151134681
20/12/21,6.589578,DKK,0.151754786
28/12/21,6.571598,DKK,0.15216999
7/1/22,6.546829,DKK,0.152745703
13/1/22,6.488322,DKK,0.154123054
17/1/22,6.522767,DKK,0.153309171
23/1/22,6.559399,DKK,0.152452992
1/2/22,6.599793,DKK,0.151519904
11/2/22,6.553562,DKK,0.152588775
13/2/22,6.556652,DKK,0.152516864
19/2/22,6.570242,DKK,0.152201395
22/2/22,6.564855,DKK,0.152326289
23/2/22,6.578979,DKK,0.151999269
1/3/22,6.68868,DKK,0.14950633
8/3/22,6.826951,DKK,0.146478274
14/3/22,6.800033,DKK,0.14705811
19/3/22,6.728634,DKK,0.148618575
24/3/22,6.755987,DKK,0.148016863
1/4/22,6.726253,DKK,0.148671184
9/4/22,6.830882,DKK,0.14639398
13/4/22,6.828093,DKK,0.146453776
14/4/22,6.871212,DKK,0.145534732
19/4/22,6.892216,DKK,0.145091216
23/4/22,6.885243,DKK,0.145238156
24/4/22,6.881499,DKK,0.145317176
28/4/22,7.084393,DKK,0.141155354
7/5/20,0.926226,EUR,1.079650107
15/5/20,0.925386,EUR,1.080630137
16/5/20,0.924078,EUR,1.082159731
17/5/20,0.924078,EUR,1.082159731
23/5/20,0.917389,EUR,1.090050131
1/6/20,0.898297,EUR,1.113217566
2/6/20,0.894996,EUR,1.117323429
11/6/20,0.885047,EUR,1.129883498
13/6/20,0.888462,EUR,1.125540541
22/6/20,0.88706,EUR,1.12731946
28/6/20,0.890915,EUR,1.122441535
7/7/20,0.887012,EUR,1.127380464
12/7/20,0.883703,EUR,1.131601907
15/7/20,0.876254,EUR,1.141221609
25/7/20,0.85789,EUR,1.165650608
3/8/20,0.850292,EUR,1.176066575
7/8/20,0.848259,EUR,1.178885223
11/8/20,0.851526,EUR,1.174362263
14/8/20,0.84442,EUR,1.184244807
15/8/20,0.844423,EUR,1.1842406
18/8/20,0.837542,EUR,1.193969974
20/8/20,0.842783,EUR,1.186545054
27/8/20,0.846114,EUR,1.181873837
2/9/20,0.843593,EUR,1.185405758
8/9/20,0.849831,EUR,1.176704545
13/9/20,0.844165,EUR,1.184602536
20/9/20,0.843982,EUR,1.184859393
26/9/20,0.859734,EUR,1.163150463
29/9/20,0.851443,EUR,1.174476741
6/10/20,0.8522,EUR,1.173433466
15/10/20,0.854281,EUR,1.170575022
21/10/20,0.843206,EUR,1.185949815
22/10/20,0.845805,EUR,1.182305614
23/10/20,0.843149,EUR,1.18602999
29/10/20,0.856915,EUR,1.166976888
31/10/20,0.856348,EUR,1.16774956
2/11/20,0.859064,EUR,1.164057626
7/11/20,0.842151,EUR,1.187435507
12/11/20,0.846968,EUR,1.180682151
22/11/20,0.843241,EUR,1.185900591
27/11/20,0.835911,EUR,1.196299606
29/11/20,0.835593,EUR,1.196754879
7/12/20,0.825731,EUR,1.21104815
10/12/20,0.823631,EUR,1.214135942
18/12/20,0.815874,EUR,1.225679455
28/12/20,0.819063,EUR,1.220907305
29/12/20,0.816059,EUR,1.225401595
31/12/20,0.818766,EUR,1.221350178
1/1/21,0.8213,EUR,1.217581882
10/1/21,0.818488,EUR,1.221765011
11/1/21,0.822859,EUR,1.215275035
15/1/21,0.828137,EUR,1.207529672
17/1/21,0.827921,EUR,1.20784471
22/1/21,0.821389,EUR,1.217449954
1/2/21,0.829045,EUR,1.206207142
7/2/21,0.830303,EUR,1.204379606
13/2/21,0.825048,EUR,1.212050693
16/2/21,0.826259,EUR,1.21027426
26/2/21,0.828358,EUR,1.207207512
6/3/21,0.839201,EUR,1.191609638
11/3/21,0.834519,EUR,1.198295066
18/3/21,0.839116,EUR,1.191730345
25/3/21,0.84936,EUR,1.177357069
4/4/21,0.850155,EUR,1.176256094
11/4/21,0.840423,EUR,1.189877002
14/4/21,0.834653,EUR,1.198102685
20/4/21,0.831007,EUR,1.203359298
29/4/21,0.824961,EUR,1.212178515
3/5/21,0.829221,EUR,1.205951128
6/5/21,0.829121,EUR,1.206096577
7/5/21,0.822149,EUR,1.216324535
13/5/21,0.827931,EUR,1.207830121
16/5/21,0.823314,EUR,1.21460342
17/5/21,0.8228,EUR,1.215362178
20/5/21,0.817924,EUR,1.222607479
28/5/21,0.820174,EUR,1.219253475
5/6/21,0.821926,EUR,1.216654541
11/6/21,0.825835,EUR,1.210895639
21/6/21,0.839363,EUR,1.191379653
23/6/21,0.838094,EUR,1.193183581
28/6/21,0.83857,EUR,1.19250629
30/6/21,0.843329,EUR,1.185776844
8/7/21,0.844226,EUR,1.184516942
15/7/21,0.846435,EUR,1.181425626
25/7/21,0.849738,EUR,1.17683333
30/7/21,0.842528,EUR,1.186904174
1/8/21,0.842705,EUR,1.186654879
5/8/21,0.845764,EUR,1.182362929
14/8/21,0.847248,EUR,1.180291957
15/8/21,0.848621,EUR,1.17838234
25/8/21,0.84987,EUR,1.176650547
3/9/21,0.84157,EUR,1.188255285
9/9/21,0.846005,EUR,1.182026111
14/9/21,0.847252,EUR,1.180286385
22/9/21,0.856084,EUR,1.168109671
25/9/21,0.853257,EUR,1.171979837
5/10/21,0.86183,EUR,1.160321641
13/10/21,0.862642,EUR,1.159229437
14/10/21,0.862254,EUR,1.159751071
24/10/21,0.85902,EUR,1.16411725
27/10/21,0.862631,EUR,1.159244219
30/10/21,0.864693,EUR,1.156479814
2/11/21,0.863581,EUR,1.157968969
5/11/21,0.865332,EUR,1.155625818
11/11/21,0.873833,EUR,1.144383423
14/11/21,0.873495,EUR,1.144826244
24/11/21,0.892755,EUR,1.120128143
4/12/21,0.884551,EUR,1.130517065
7/12/21,0.887039,EUR,1.127346148
16/12/21,0.883011,EUR,1.132488723
26/12/21,0.883329,EUR,1.132081025
31/12/21,0.879286,EUR,1.137286389
10/1/22,0.8826,EUR,1.133016089
14/1/22,0.876026,EUR,1.141518631
19/1/22,0.882392,EUR,1.133283167
27/1/22,0.896797,EUR,1.115079555
3/2/22,0.873836,EUR,1.144379495
6/2/22,0.872533,EUR,1.146088457
15/2/22,0.879973,EUR,1.136398503
22/2/22,0.882588,EUR,1.133031494
1/3/22,0.89972,EUR,1.111456898
11/3/22,0.916263,EUR,1.091389699
13/3/22,0.914844,EUR,1.093082536
19/3/22,0.903689,EUR,1.106575382
26/3/22,0.910363,EUR,1.098462921
1/4/22,0.905195,EUR,1.104734339
11/4/22,0.919704,EUR,1.087306351
12/4/22,0.92344,EUR,1.08290739
21/4/22,0.922875,EUR,1.083570364
23/4/22,0.927177,EUR,1.078542716
28/4/22,0.952213,EUR,1.0501852
1/5/22,0.948705,EUR,1.054068441
5/5/20,0.80281,GBP,1.245624743
8/5/20,0.807239,GBP,1.238790495
10/5/20,0.806062,GBP,1.240599358
12/5/20,0.811445,GBP,1.232369415
20/5/20,0.815516,GBP,1.226217511
28/5/20,0.815857,GBP,1.225704995
6/6/20,0.789546,GBP,1.266550651
16/6/20,0.79575,GBP,1.256676092
21/6/20,0.80991,GBP,1.234705091
27/6/20,0.810471,GBP,1.23385044
4/7/20,0.801028,GBP,1.248395811
12/7/20,0.791327,GBP,1.263700089
18/7/20,0.795785,GBP,1.256620821
27/7/20,0.775684,GBP,1.289184771
31/7/20,0.764213,GBP,1.308535709
7/8/20,0.766283,GBP,1.305000894
14/8/20,0.764146,GBP,1.308650441
19/8/20,0.762334,GBP,1.311760987
25/8/20,0.76055,GBP,1.314837946
30/8/20,0.749322,GBP,1.334539757
2/9/20,0.748822,GBP,1.33543085
9/9/20,0.768763,GBP,1.300791011
11/9/20,0.781555,GBP,1.279500483
18/9/20,0.774132,GBP,1.291769362
27/9/20,0.78379,GBP,1.27585195
2/10/20,0.773186,GBP,1.293349854
3/10/20,0.773186,GBP,1.293349854
4/10/20,0.773328,GBP,1.293112366
11/10/20,0.767199,GBP,1.303442783
13/10/20,0.773114,GBP,1.293470303
21/10/20,0.761014,GBP,1.314036273
25/10/20,0.766736,GBP,1.304229878
31/10/20,0.772499,GBP,1.294500058
2/11/20,0.774262,GBP,1.291552472
7/11/20,0.760023,GBP,1.315749655
10/11/20,0.753561,GBP,1.327032583
20/11/20,0.752681,GBP,1.328584088
22/11/20,0.752005,GBP,1.329778392
26/11/20,0.748657,GBP,1.335725172
27/11/20,0.751512,GBP,1.330650741
7/12/20,0.747826,GBP,1.337209458
9/12/20,0.748295,GBP,1.336371351
13/12/20,0.750277,GBP,1.332841071
16/12/20,0.740569,GBP,1.35031307
20/12/20,0.74452,GBP,1.343147263
24/12/20,0.73725,GBP,1.356391997
28/12/20,0.743324,GBP,1.345308372
1/1/21,0.731368,GBP,1.36730073
4/1/21,0.73662,GBP,1.357552062
8/1/21,0.737137,GBP,1.356599926
14/1/21,0.730588,GBP,1.368760505
18/1/21,0.736203,GBP,1.358321007
26/1/21,0.72807,GBP,1.373494307
27/1/21,0.730342,GBP,1.369221543
30/1/21,0.729741,GBP,1.370349206
7/2/21,0.728308,GBP,1.37304547
8/2/21,0.727855,GBP,1.373900021
10/2/21,0.723011,GBP,1.383104821
11/2/21,0.723736,GBP,1.381719301
12/2/21,0.722439,GBP,1.384199912
22/2/21,0.710631,GBP,1.40720008
26/2/21,0.718133,GBP,1.392499718
6/3/21,0.722788,GBP,1.383531547
9/3/21,0.719781,GBP,1.389311471
11/3/21,0.714949,GBP,1.398701166
15/3/21,0.71962,GBP,1.389622301
20/3/21,0.72098,GBP,1.387001026
26/3/21,0.725502,GBP,1.378355952
1/4/21,0.722699,GBP,1.383701928
2/4/21,0.72304,GBP,1.383049347
12/4/21,0.727426,GBP,1.37471028
19/4/21,0.714838,GBP,1.398918356
22/4/21,0.722481,GBP,1.384119444
24/4/21,0.720534,GBP,1.38785956
4/5/21,0.719792,GBP,1.389290239
9/5/21,0.712799,GBP,1.402920038
16/5/21,0.709369,GBP,1.409703553
26/5/21,0.708338,GBP,1.411755405
3/6/21,0.708763,GBP,1.410908865
12/6/21,0.708843,GBP,1.41074963
13/6/21,0.708511,GBP,1.411410691
18/6/21,0.724034,GBP,1.381150609
25/6/21,0.720306,GBP,1.388298862
5/7/21,0.721694,GBP,1.385628812
7/7/21,0.724436,GBP,1.380384189
12/7/21,0.720189,GBP,1.388524401
21/7/21,0.729129,GBP,1.371499419
28/7/21,0.719821,GBP,1.389234268
29/7/21,0.7153,GBP,1.398014819
5/8/21,0.718295,GBP,1.392185662
6/8/21,0.721207,GBP,1.386564468
11/8/21,0.721176,GBP,1.38662407
14/8/21,0.721561,GBP,1.385884215
15/8/21,0.721191,GBP,1.386595229
24/8/21,0.727705,GBP,1.37418322
26/8/21,0.729853,GBP,1.370138918
3/9/21,0.72132,GBP,1.386347252
5/9/21,0.721952,GBP,1.385133638
6/9/21,0.72317,GBP,1.382800725
10/9/21,0.723503,GBP,1.382164276
16/9/21,0.724795,GBP,1.379700467
22/9/21,0.734375,GBP,1.361702128
2/10/21,0.73848,GBP,1.354132813
6/10/21,0.735732,GBP,1.359190575
15/10/21,0.727391,GBP,1.374776427
24/10/21,0.727182,GBP,1.375171553
3/11/21,0.730352,GBP,1.369202795
4/11/21,0.74129,GBP,1.348999717
6/11/21,0.74126,GBP,1.349054313
12/11/21,0.745902,GBP,1.340658692
18/11/21,0.740519,GBP,1.350404244
25/11/21,0.750408,GBP,1.332608394
29/11/21,0.751516,GBP,1.330643659
30/11/21,0.75294,GBP,1.328127075
2/12/21,0.751959,GBP,1.32985974
8/12/21,0.757324,GBP,1.320438808
18/12/21,0.755349,GBP,1.32389134
21/12/21,0.753509,GBP,1.327124162
27/12/21,0.744089,GBP,1.343925256
5/1/22,0.738196,GBP,1.354653778
10/1/22,0.73624,GBP,1.358252744
12/1/22,0.730023,GBP,1.369819855
22/1/22,0.738403,GBP,1.354274021
27/1/22,0.746627,GBP,1.339356868
2/2/22,0.737326,GBP,1.356252187
7/2/22,0.738404,GBP,1.354272187
9/2/22,0.739086,GBP,1.353022517
13/2/22,0.737855,GBP,1.355279831
21/2/22,0.734607,GBP,1.361272082
27/2/22,0.750271,GBP,1.33285173
5/3/22,0.755758,GBP,1.323174879
7/3/22,0.763344,GBP,1.310025362
12/3/22,0.767414,GBP,1.303077609
21/3/22,0.759721,GBP,1.316272684
24/3/22,0.758167,GBP,1.318970623
1/4/22,0.763241,GBP,1.310202151
6/4/22,0.765328,GBP,1.306629314
8/4/22,0.766665,GBP,1.304350662
18/4/22,0.768684,GBP,1.300924697
23/4/22,0.778415,GBP,1.284661781
25/4/22,0.785264,GBP,1.273457079
4/5/22,0.801735,GBP,1.247294929
8/5/20,7.750547,HKD,0.129023152
11/5/20,7.751049,HKD,0.129014795
18/5/20,7.751748,HKD,0.129003162
23/5/20,7.756699,HKD,0.128920821
31/5/20,7.750909,HKD,0.129017126
7/6/20,7.750138,HKD,0.12902996
14/6/20,7.750249,HKD,0.129028113
16/6/20,7.750148,HKD,0.129029794
17/6/20,7.75025,HKD,0.129028096
26/6/20,7.750395,HKD,0.129025682
30/6/20,7.75075,HKD,0.129019772
3/7/20,7.75003,HKD,0.129031759
6/7/20,7.751149,HKD,0.129013131
11/7/20,7.75137,HKD,0.129009453
13/7/20,7.750853,HKD,0.129018058
22/7/20,7.75225,HKD,0.128994808
1/8/20,7.750423,HKD,0.129025216
2/8/20,7.75026,HKD,0.129027929
5/8/20,7.75045,HKD,0.129024766
14/8/20,7.750834,HKD,0.129018374
19/8/20,7.750452,HKD,0.129024733
28/8/20,7.750314,HKD,0.12902703
30/8/20,7.75029,HKD,0.12902743
2/9/20,7.750249,HKD,0.129028113
7/9/20,7.750352,HKD,0.129026398
12/9/20,7.750285,HKD,0.129027513
21/9/20,7.7501,HKD,0.129030593
22/9/20,7.750252,HKD,0.129028063
26/9/20,7.75004,HKD,0.129031592
30/9/20,7.753553,HKD,0.12897313
2/10/20,7.750075,HKD,0.129031009
12/10/20,7.750653,HKD,0.129021387
13/10/20,7.750647,HKD,0.129021487
22/10/20,7.750447,HKD,0.129024816
1/11/20,7.752541,HKD,0.128989966
8/11/20,7.754474,HKD,0.128957812
12/11/20,7.754251,HKD,0.128961521
16/11/20,7.753364,HKD,0.128976274
26/11/20,7.750842,HKD,0.129018241
2/12/20,7.751827,HKD,0.129001847
10/12/20,7.75133,HKD,0.129010118
18/12/20,7.752305,HKD,0.128993893
19/12/20,7.752305,HKD,0.128993893
23/12/20,7.752955,HKD,0.128983078
28/12/20,7.755005,HKD,0.128948982
31/12/20,7.753849,HKD,0.128968207
9/1/21,7.756398,HKD,0.128925824
16/1/21,7.753601,HKD,0.128972332
17/1/21,7.75379,HKD,0.128969188
26/1/21,7.752178,HKD,0.128996006
30/1/21,7.75285,HKD,0.128984825
7/2/21,7.752801,HKD,0.12898564
12/2/21,7.75325,HKD,0.12897817
18/2/21,7.752679,HKD,0.12898767
28/2/21,7.756455,HKD,0.128924876
1/3/21,7.756666,HKD,0.128921369
4/3/21,7.759103,HKD,0.128880877
6/3/21,7.763355,HKD,0.128810289
7/3/21,7.763905,HKD,0.128801164
15/3/21,7.765353,HKD,0.128777146
16/3/21,7.765227,HKD,0.128779236
25/3/21,7.768948,HKD,0.128717556
28/3/21,7.76932,HKD,0.128711393
2/4/21,7.776015,HKD,0.128600575
4/4/21,7.776352,HKD,0.128595002
13/4/21,7.77355,HKD,0.128641354
19/4/21,7.766148,HKD,0.128763964
21/4/21,7.763952,HKD,0.128800384
29/4/21,7.76365,HKD,0.128805394
1/5/21,7.7673,HKD,0.128744866
8/5/21,7.76588,HKD,0.128768407
9/5/21,7.765851,HKD,0.128768888
17/5/21,7.766421,HKD,0.128759438
25/5/21,7.762847,HKD,0.128818718
30/5/21,7.7613,HKD,0.128844395
3/6/21,7.760648,HKD,0.128855219
11/6/21,7.761291,HKD,0.128844544
18/6/21,7.76249,HKD,0.128824643
20/6/21,7.76383,HKD,0.128802408
21/6/21,7.764752,HKD,0.128787114
29/6/21,7.763748,HKD,0.128803768
30/6/21,7.764554,HKD,0.128790398
2/7/21,7.76573,HKD,0.128770895
11/7/21,7.76742,HKD,0.128742877
14/7/21,7.7663,HKD,0.128761444
19/7/21,7.77082,HKD,0.128686548
26/7/21,7.776745,HKD,0.128588503
30/7/21,7.769954,HKD,0.128700891
7/8/21,7.777748,HKD,0.128571921
9/8/21,7.77996,HKD,0.128535365
16/8/21,7.778804,HKD,0.128554467
24/8/21,7.781964,HKD,0.128502265
28/8/21,7.778432,HKD,0.128560615
5/9/21,7.770422,HKD,0.128693139
10/9/21,7.777196,HKD,0.128581046
19/9/21,7.780049,HKD,0.128533895
25/9/21,7.783036,HKD,0.128484566
26/9/21,7.784969,HKD,0.128452663
2/10/21,7.783763,HKD,0.128472565
8/10/21,7.778606,HKD,0.128557739
17/10/21,7.773785,HKD,0.128637466
19/10/21,7.767991,HKD,0.128733414
27/10/21,7.778215,HKD,0.128564201
29/10/21,7.777741,HKD,0.128572037
31/10/21,7.778659,HKD,0.128556863
1/11/21,7.784206,HKD,0.128465254
